,FIFA,Name,Nationality,OVR,POT,Positions,Age,Team,Height,Weight,Foot,WorkRate,WeakFoot,SkillMoves,Value,Wage,Ball_Control,Dribbling,Marking,Slide_Tackle,Stand_Tackle,Aggression,Reactions,Att._Position,Interceptions,Vision,Crossing,Short_Pass,Long_Pass,Acceleration,Stamina,Strength,Balance,Sprint_Speed,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,FK_Acc.,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Handling,GK_Kicking,GK_Reflexes
1153,18,Sandro Wagner,Germany,78,78,ST,29,TSG 1899 Hoffenheim,194,87,Right,Medium/Medium,4,2,8500000,55000,73,65,15,12,39,88,79,82,19,47,49,54,42,54,68,90,49,65,53,61,88,84,82,72,55,54,64,75,7,6,15.0,8.0,12.0
1154,18,Sebastian Langkamp,Germany,78,78,CB,29,Hertha BSC Berlin,191,85,Right,Medium/Medium,3,2,6500000,30000,49,35,82,79,85,73,75,25,69,40,32,66,50,55,63,82,49,64,54,65,86,48,18,24,23,22,38,22,15,8,6.0,14.0,9.0
1155,18,Mario Gómez,Germany,82,82,ST,32,VfL Wolfsburg,189,88,Right,High/Medium,4,2,19000000,85000,75,74,20,20,24,72,80,84,20,62,62,69,50,68,69,86,55,75,64,76,83,82,84,78,68,36,74,78,7,8,8.0,9.0,14.0
1156,18,Bartra,Spain,81,83,CB,26,Borussia Dortmund,184,73,Right,High/Medium,3,3,17000000,60000,78,70,82,81,79,79,81,61,86,75,50,79,78,78,65,68,69,76,69,86,78,61,43,42,56,45,52,43,12,10,15.0,13.0,8.0
1157,18,Pierre-Emerick Aubameyang,Gabon,87,87,ST,28,Borussia Dortmund,187,80,Right,Medium/Low,4,3,47500000,120000,82,82,28,36,25,43,87,89,48,77,77,77,64,95,79,77,69,96,80,77,79,81,88,79,78,74,79,86,9,6,9.0,15.0,9.0
1158,18,Lamine Sané,Senegal,78,78,CB/CDM,30,SV Werder Bremen,192,77,Right,Medium/Medium,2,2,6500000,27500,67,64,76,77,81,79,71,42,75,61,49,72,71,66,74,79,54,68,54,83,83,69,29,55,48,23,33,22,6,7,9.0,12.0,9.0
1159,18,Dženis Burnić,Germany,66,79,CDM/CB/LB,20,Stuttgart,181,70,Left,Medium/Medium,3,3,1100000,6300,72,66,53,61,63,60,66,47,62,62,57,72,66,76,66,63,77,74,78,70,49,56,41,37,46,39,55,47,9,10,11.0,10.0,11.0
1160,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1161,18,Julian Schuster,Germany,70,70,CDM/CM,32,SC Freiburg,189,80,Right,Medium/Medium,3,2,875000,15500,68,59,67,65,66,74,70,56,71,67,69,73,69,41,68,73,49,45,51,42,52,73,55,66,73,71,68,55,11,11,16.0,7.0,6.0
1162,18,Julian Schuster,Germany,70,70,CDM/CM,32,SC Freiburg,189,80,Right,Medium/Medium,3,2,875000,15500,68,59,67,65,66,74,70,56,71,67,69,73,69,41,68,73,49,45,51,42,52,73,55,66,73,71,68,55,11,11,16.0,7.0,6.0
1163,18,Bartra,Spain,81,83,CB,26,Borussia Dortmund,184,73,Right,High/Medium,3,3,17000000,60000,78,70,82,81,79,79,81,61,86,75,50,79,78,78,65,68,69,76,69,86,78,61,43,42,56,45,52,43,12,10,15.0,13.0,8.0
1164,18,Pierre-Emerick Aubameyang,Gabon,87,87,ST,28,Borussia Dortmund,187,80,Right,Medium/Low,4,3,47500000,120000,82,82,28,36,25,43,87,89,48,77,77,77,64,95,79,77,69,96,80,77,79,81,88,79,78,74,79,86,9,6,9.0,15.0,9.0
1165,18,Konstantin Rausch,Germany,74,74,LM/LB,27,1. FC Köln,182,80,Left,Medium/Medium,4,3,3500000,26500,72,72,67,64,68,74,74,67,73,69,78,73,72,79,77,72,71,81,75,74,57,74,62,71,75,76,66,61,12,12,8.0,11.0,11.0
1166,18,Sandro Wagner,Germany,78,78,ST,29,TSG 1899 Hoffenheim,194,87,Right,Medium/Medium,4,2,8500000,55000,73,65,15,12,39,88,79,82,19,47,49,54,42,54,68,90,49,65,53,61,88,84,82,72,55,54,64,75,7,6,15.0,8.0,12.0
1167,18,Mario Gómez,Germany,82,82,ST,32,VfL Wolfsburg,189,88,Right,High/Medium,4,2,19000000,85000,75,74,20,20,24,72,80,84,20,62,62,69,50,68,69,86,55,75,64,76,83,82,84,78,68,36,74,78,7,8,8.0,9.0,14.0
1168,18,Sebastian Langkamp,Germany,78,78,CB,29,Hertha BSC Berlin,191,85,Right,Medium/Medium,3,2,6500000,30000,49,35,82,79,85,73,75,25,69,40,32,66,50,55,63,82,49,64,54,65,86,48,18,24,23,22,38,22,15,8,6.0,14.0,9.0
1169,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1170,18,Bartra,Spain,81,83,CB,26,Borussia Dortmund,184,73,Right,High/Medium,3,3,17000000,60000,78,70,82,81,79,79,81,61,86,75,50,79,78,78,65,68,69,76,69,86,78,61,43,42,56,45,52,43,12,10,15.0,13.0,8.0
1171,18,Sandro Wagner,Germany,78,78,ST,29,TSG 1899 Hoffenheim,194,87,Right,Medium/Medium,4,2,8500000,55000,73,65,15,12,39,88,79,82,19,47,49,54,42,54,68,90,49,65,53,61,88,84,82,72,55,54,64,75,7,6,15.0,8.0,12.0
1172,18,Admir Mehmedi,Switzerland,77,78,LM/ST/RM,26,Bayer Leverkusen,183,80,Right,High/Medium,3,3,8000000,49000,77,83,29,36,40,68,80,79,42,74,69,74,63,75,75,71,78,76,79,64,60,81,75,74,73,62,69,77,15,13,14.0,8.0,16.0
1173,18,Konstantin Rausch,Germany,74,74,LM/LB,27,1. FC Köln,182,80,Left,Medium/Medium,4,3,3500000,26500,72,72,67,64,68,74,74,67,73,69,78,73,72,79,77,72,71,81,75,74,57,74,62,71,75,76,66,61,12,12,8.0,11.0,11.0
1174,18,Mario Gómez,Germany,82,82,ST,32,VfL Wolfsburg,189,88,Right,High/Medium,4,2,19000000,85000,75,74,20,20,24,72,80,84,20,62,62,69,50,68,69,86,55,75,64,76,83,82,84,78,68,36,74,78,7,8,8.0,9.0,14.0
1175,18,Julian Schuster,Germany,70,70,CDM/CM,32,SC Freiburg,189,80,Right,Medium/Medium,3,2,875000,15500,68,59,67,65,66,74,70,56,71,67,69,73,69,41,68,73,49,45,51,42,52,73,55,66,73,71,68,55,11,11,16.0,7.0,6.0
1176,18,Sebastian Langkamp,Germany,78,78,CB,29,Hertha BSC Berlin,191,85,Right,Medium/Medium,3,2,6500000,30000,49,35,82,79,85,73,75,25,69,40,32,66,50,55,63,82,49,64,54,65,86,48,18,24,23,22,38,22,15,8,6.0,14.0,9.0
1177,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1178,18,Roman Weidenfeller,Germany,77,77,GK,37,Borussia Dortmund,190,87,Left,Medium/Medium,1,1,4000000,26500,19,12,11,18,17,38,76,8,13,32,14,31,20,20,28,76,36,24,28,69,17,25,11,11,14,10,17,11,81,72,80.0,53.0,77.0
1179,18,Pierre-Emerick Aubameyang,Gabon,87,87,ST,28,Borussia Dortmund,187,80,Right,Medium/Low,4,3,47500000,120000,82,82,28,36,25,43,87,89,48,77,77,77,64,95,79,77,69,96,80,77,79,81,88,79,78,74,79,86,9,6,9.0,15.0,9.0
1180,18,Lamine Sané,Senegal,78,78,CB/CDM,30,SV Werder Bremen,192,77,Right,Medium/Medium,2,2,6500000,27500,67,64,76,77,81,79,71,42,75,61,49,72,71,66,74,79,54,68,54,83,83,69,29,55,48,23,33,22,6,7,9.0,12.0,9.0
1181,18,Julian Schuster,Germany,70,70,CDM/CM,32,SC Freiburg,189,80,Right,Medium/Medium,3,2,875000,15500,68,59,67,65,66,74,70,56,71,67,69,73,69,41,68,73,49,45,51,42,52,73,55,66,73,71,68,55,11,11,16.0,7.0,6.0
1182,18,Kenan Kodro,Bosnia & Herzegovina,71,78,ST/LM,25,Mainz 05,187,79,Right,Medium/Medium,4,3,3400000,18000,67,72,15,35,39,69,68,72,30,63,63,65,59,55,69,78,56,68,59,68,75,76,72,60,44,40,60,65,6,7,14.0,15.0,12.0
1183,18,Admir Mehmedi,Switzerland,77,78,LM/ST/RM,26,Bayer Leverkusen,183,80,Right,High/Medium,3,3,8000000,49000,77,83,29,36,40,68,80,79,42,74,69,74,63,75,75,71,78,76,79,64,60,81,75,74,73,62,69,77,15,13,14.0,8.0,16.0
1184,18,Erik Thommy,Germany,72,77,LM/RM/CAM,24,Augsburg,174,66,Right,Medium/Medium,3,3,4200000,15000,75,74,32,31,37,37,61,61,27,69,76,74,64,79,64,36,85,69,87,53,49,69,67,71,73,71,57,65,8,6,11.0,16.0,15.0
1185,18,Mario Gómez,Germany,82,82,ST,32,VfL Wolfsburg,189,88,Right,High/Medium,4,2,19000000,85000,75,74,20,20,24,72,80,84,20,62,62,69,50,68,69,86,55,75,64,76,83,82,84,78,68,36,74,78,7,8,8.0,9.0,14.0
1186,18,Sandro Wagner,Germany,78,78,ST,29,TSG 1899 Hoffenheim,194,87,Right,Medium/Medium,4,2,8500000,55000,73,65,15,12,39,88,79,82,19,47,49,54,42,54,68,90,49,65,53,61,88,84,82,72,55,54,64,75,7,6,15.0,8.0,12.0
1187,18,Konstantin Rausch,Germany,74,74,LM/LB,27,1. FC Köln,182,80,Left,Medium/Medium,4,3,3500000,26500,72,72,67,64,68,74,74,67,73,69,78,73,72,79,77,72,71,81,75,74,57,74,62,71,75,76,66,61,12,12,8.0,11.0,11.0
1188,18,Sebastian Langkamp,Germany,78,78,CB,29,Hertha BSC Berlin,191,85,Right,Medium/Medium,3,2,6500000,30000,49,35,82,79,85,73,75,25,69,40,32,66,50,55,63,82,49,64,54,65,86,48,18,24,23,22,38,22,15,8,6.0,14.0,9.0
1189,18,Julian Schuster,Germany,70,70,CDM/CM,32,SC Freiburg,189,80,Right,Medium/Medium,3,2,875000,15500,68,59,67,65,66,74,70,56,71,67,69,73,69,41,68,73,49,45,51,42,52,73,55,66,73,71,68,55,11,11,16.0,7.0,6.0
1190,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1191,18,Konstantin Rausch,Germany,74,74,LM/LB,27,1. FC Köln,182,80,Left,Medium/Medium,4,3,3500000,26500,72,72,67,64,68,74,74,67,73,69,78,73,72,79,77,72,71,81,75,74,57,74,62,71,75,76,66,61,12,12,8.0,11.0,11.0
1192,18,Sebastian Langkamp,Germany,78,78,CB,29,Hertha BSC Berlin,191,85,Right,Medium/Medium,3,2,6500000,30000,49,35,82,79,85,73,75,25,69,40,32,66,50,55,63,82,49,64,54,65,86,48,18,24,23,22,38,22,15,8,6.0,14.0,9.0
1193,18,Mario Gómez,Germany,82,82,ST,32,VfL Wolfsburg,189,88,Right,High/Medium,4,2,19000000,85000,75,74,20,20,24,72,80,84,20,62,62,69,50,68,69,86,55,75,64,76,83,82,84,78,68,36,74,78,7,8,8.0,9.0,14.0
1194,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1195,18,Admir Mehmedi,Switzerland,77,78,LM/ST/RM,26,Bayer Leverkusen,183,80,Right,High/Medium,3,3,8000000,49000,77,83,29,36,40,68,80,79,42,74,69,74,63,75,75,71,78,76,79,64,60,81,75,74,73,62,69,77,15,13,14.0,8.0,16.0
1196,18,Bartra,Spain,81,83,CB,26,Borussia Dortmund,184,73,Right,High/Medium,3,3,17000000,60000,78,70,82,81,79,79,81,61,86,75,50,79,78,78,65,68,69,76,69,86,78,61,43,42,56,45,52,43,12,10,15.0,13.0,8.0
1197,18,Pierre-Emerick Aubameyang,Gabon,87,87,ST,28,Borussia Dortmund,187,80,Right,Medium/Low,4,3,47500000,120000,82,82,28,36,25,43,87,89,48,77,77,77,64,95,79,77,69,96,80,77,79,81,88,79,78,74,79,86,9,6,9.0,15.0,9.0
1198,18,Fabian Frei,Switzerland,76,76,CM/CDM/CAM,28,1. FSV Mainz 05,183,77,Right,Medium/Medium,3,2,5000000,32000,75,70,67,69,70,61,70,76,73,80,74,78,74,65,86,72,69,69,73,67,71,80,68,74,71,65,62,76,11,12,15.0,8.0,14.0
1199,18,Mario Gómez,Germany,82,82,ST,32,VfL Wolfsburg,189,88,Right,High/Medium,4,2,19000000,85000,75,74,20,20,24,72,80,84,20,62,62,69,50,68,69,86,55,75,64,76,83,82,84,78,68,36,74,78,7,8,8.0,9.0,14.0
1200,18,Konstantin Rausch,Germany,74,74,LM/LB,27,1. FC Köln,182,80,Left,Medium/Medium,4,3,3500000,26500,72,72,67,64,68,74,74,67,73,69,78,73,72,79,77,72,71,81,75,74,57,74,62,71,75,76,66,61,12,12,8.0,11.0,11.0
1201,18,Julian Schuster,Germany,70,70,CDM/CM,32,SC Freiburg,189,80,Right,Medium/Medium,3,2,875000,15500,68,59,67,65,66,74,70,56,71,67,69,73,69,41,68,73,49,45,51,42,52,73,55,66,73,71,68,55,11,11,16.0,7.0,6.0
1202,18,Sebastian Langkamp,Germany,78,78,CB,29,Hertha BSC Berlin,191,85,Right,Medium/Medium,3,2,6500000,30000,49,35,82,79,85,73,75,25,69,40,32,66,50,55,63,82,49,64,54,65,86,48,18,24,23,22,38,22,15,8,6.0,14.0,9.0
1203,18,Mario Gómez,Germany,82,82,ST,32,VfL Wolfsburg,189,88,Right,High/Medium,4,2,19000000,85000,75,74,20,20,24,72,80,84,20,62,62,69,50,68,69,86,55,75,64,76,83,82,84,78,68,36,74,78,7,8,8.0,9.0,14.0
1204,18,Fabian Frei,Switzerland,76,76,CM/CDM/CAM,28,1. FSV Mainz 05,183,77,Right,Medium/Medium,3,2,5000000,32000,75,70,67,69,70,61,70,76,73,80,74,78,74,65,86,72,69,69,73,67,71,80,68,74,71,65,62,76,11,12,15.0,8.0,14.0
1205,18,Pierre-Emerick Aubameyang,Gabon,87,87,ST,28,Borussia Dortmund,187,80,Right,Medium/Low,4,3,47500000,120000,82,82,28,36,25,43,87,89,48,77,77,77,64,95,79,77,69,96,80,77,79,81,88,79,78,74,79,86,9,6,9.0,15.0,9.0
1206,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1207,18,Lamine Sané,Senegal,78,78,CB/CDM,30,SV Werder Bremen,192,77,Right,Medium/Medium,2,2,6500000,27500,67,64,76,77,81,79,71,42,75,61,49,72,71,66,74,79,54,68,54,83,83,69,29,55,48,23,33,22,6,7,9.0,12.0,9.0
1208,18,Birk Risa,Norway,62,76,RW/LW/ST,20,Köln,188,76,Left,Medium/Medium,3,2,650000,1500,64,64,52,56,58,59,59,60,57,54,58,60,54,79,64,69,53,76,59,62,55,58,58,52,58,47,50,52,10,14,12.0,11.0,9.0
1209,18,Mario Gómez,Germany,82,82,ST,32,VfL Wolfsburg,189,88,Right,High/Medium,4,2,19000000,85000,75,74,20,20,24,72,80,84,20,62,62,69,50,68,69,86,55,75,64,76,83,82,84,78,68,36,74,78,7,8,8.0,9.0,14.0
1210,18,Fabian Frei,Switzerland,76,76,CM/CDM/CAM,28,1. FSV Mainz 05,183,77,Right,Medium/Medium,3,2,5000000,32000,75,70,67,69,70,61,70,76,73,80,74,78,74,65,86,72,69,69,73,67,71,80,68,74,71,65,62,76,11,12,15.0,8.0,14.0
1211,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1212,18,Pierre-Emerick Aubameyang,Gabon,87,87,ST,28,Borussia Dortmund,187,80,Right,Medium/Low,4,3,47500000,120000,82,82,28,36,25,43,87,89,48,77,77,77,64,95,79,77,69,96,80,77,79,81,88,79,78,74,79,86,9,6,9.0,15.0,9.0
1213,18,Admir Mehmedi,Switzerland,77,78,LM/ST/RM,26,Bayer Leverkusen,183,80,Right,High/Medium,3,3,8000000,49000,77,83,29,36,40,68,80,79,42,74,69,74,63,75,75,71,78,76,79,64,60,81,75,74,73,62,69,77,15,13,14.0,8.0,16.0
1214,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1215,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1216,18,Pierre-Emerick Aubameyang,Gabon,87,87,ST,28,Borussia Dortmund,187,80,Right,Medium/Low,4,3,47500000,120000,82,82,28,36,25,43,87,89,48,77,77,77,64,95,79,77,69,96,80,77,79,81,88,79,78,74,79,86,9,6,9.0,15.0,9.0
1217,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1218,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1219,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1220,18,Peter Žulj,Austria,72,76,CM/CDM/CAM,25,Hoffenheim,185,80,Left,High/Medium,3,4,4000000,13500,73,70,66,63,67,30,70,75,68,77,65,71,68,67,62,74,54,65,62,43,58,76,64,71,72,68,66,58,8,10,16.0,8.0,15.0
1221,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1222,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1223,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1224,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1225,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1226,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1227,18,Julian Schuster,Germany,70,70,CDM/CM,32,SC Freiburg,189,80,Right,Medium/Medium,3,2,875000,15500,68,59,67,65,66,74,70,56,71,67,69,73,69,41,68,73,49,45,51,42,52,73,55,66,73,71,68,55,11,11,16.0,7.0,6.0
1228,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1229,18,Julian Schuster,Germany,70,70,CDM/CM,32,SC Freiburg,189,80,Right,Medium/Medium,3,2,875000,15500,68,59,67,65,66,74,70,56,71,67,69,73,69,41,68,73,49,45,51,42,52,73,55,66,73,71,68,55,11,11,16.0,7.0,6.0
1230,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1231,18,Julian Schuster,Germany,70,70,CDM/CM,32,SC Freiburg,189,80,Right,Medium/Medium,3,2,875000,15500,68,59,67,65,66,74,70,56,71,67,69,73,69,41,68,73,49,45,51,42,52,73,55,66,73,71,68,55,11,11,16.0,7.0,6.0
1232,18,Santiago Ascacíbar,Argentina,77,84,CDM/CM,22,VfB Stuttgart,168,70,Right,Medium/High,3,3,10500000,22500,66,65,81,78,80,90,74,31,84,60,51,71,67,75,93,61,87,65,78,82,55,53,39,64,47,41,48,47,14,6,10.0,5.0,9.0
1233,19,Vincenzo Grifo,Italy,77,78,LM/CF,26,Hoffenheim,180,76,Right,Medium/Medium,2,4,10500000,33000,84,83,50,30,31,52,73,76,45,71,82,75,63,74,72,62,79,67,78,52,47,81,72,76,84,80,68,70,8,10,12.0,8.0,14.0
1234,19,Florian Kainz,Austria,75,78,LM/CAM/CM/CF,25,SV Werder Bremen,176,71,Right,High/Medium,4,4,8500000,23000,78,80,32,25,31,37,67,67,24,66,69,73,70,85,74,55,83,85,87,70,43,67,67,70,62,66,58,55,15,11,7.0,10.0,13.0
1235,19,Carlos Salcedo,Mexico,75,79,CB,24,Eintracht Frankfurt,188,82,Right,Medium/Medium,3,2,7500000,38000,60,58,76,76,78,79,67,30,76,48,28,67,60,68,69,79,61,69,64,72,70,42,22,18,25,22,36,25,7,6,10.0,6.0,11.0
1236,19,Thomas Müller,Germany,86,86,CAM/RM/RW/CF,29,Eintracht Frankfurt,186,75,Right,High/High,4,3,45000000,135000,82,75,44,44,41,57,91,92,58,85,79,83,72,73,87,68,72,75,74,81,82,78,87,80,81,59,60,84,14,6,7.0,11.0,14.0
1237,19,Naldo,Brazil,84,84,CB,36,FC Schalke 04,198,91,Right,Medium/Medium,4,2,9500000,60000,68,60,81,82,89,73,84,53,83,59,45,75,70,67,62,82,36,70,50,46,93,92,57,81,52,76,60,60,8,14,10.0,14.0,14.0
1238,19,Abdul Rahman Baba,Ghana,76,82,LB,24,FC Schalke 04,179,70,Left,High/Medium,3,3,9000000,80000,76,76,72,76,76,73,74,63,71,55,77,72,67,80,74,67,74,81,77,75,67,59,48,47,67,23,42,41,11,12,11.0,6.0,10.0
1239,19,Martin Hinteregger,Austria,77,81,CB,26,FC Augsburg,185,86,Left,High/Medium,3,2,10000000,22500,62,55,78,77,78,82,68,61,76,65,53,63,81,63,74,82,62,71,62,84,77,83,48,71,58,63,64,49,13,14,14.0,9.0,10.0
1240,19,Caiuby,Brazil,77,77,LM/LW,30,FC Augsburg,184,85,Right,High/Medium,4,3,9000000,30000,74,74,17,22,24,73,76,76,49,73,72,73,64,78,86,81,66,87,74,91,80,80,74,72,68,49,61,59,7,13,7.0,15.0,15.0
1241,19,Benjamin Henrichs,Germany,76,85,RB/LB,21,Bayer Leverkusen,183,77,Right,High/Medium,4,3,10000000,36000,78,78,74,70,74,61,77,58,75,65,79,75,66,78,74,68,71,80,75,65,58,62,50,46,72,49,59,53,12,8,9.0,13.0,14.0
1242,19,Moussa Niakhaté,France,74,81,CB,23,Mainz 05,190,82,Left,Medium/Medium,3,2,7000000,18500,65,64,70,74,76,71,70,34,72,48,62,66,64,69,76,83,52,77,65,76,75,46,35,39,32,36,44,39,8,9,14.0,6.0,7.0
1243,19,Pablo De Blasis,Argentina,76,76,LM/LW/CAM/RM,30,1. FSV Mainz 05,166,65,Right,High/Medium,3,3,7500000,33000,78,79,37,37,39,72,74,72,28,71,68,74,66,87,77,47,95,75,92,92,72,75,70,72,77,62,79,60,8,13,11.0,8.0,8.0
1244,19,Steven Zuber,Switzerland,76,78,LWB/LM/LB,27,TSG 1899 Hoffenheim,182,79,Right,High/High,4,3,7500000,33000,77,78,68,68,73,72,75,74,76,72,74,74,61,78,79,77,66,79,75,63,72,80,63,79,78,66,55,57,14,15,15.0,7.0,9.0
1245,19,Carlos Salcedo,Mexico,75,79,CB,24,Eintracht Frankfurt,188,82,Right,Medium/Medium,3,2,7500000,38000,60,58,76,76,78,79,67,30,76,48,28,67,60,68,69,79,61,69,64,72,70,42,22,18,25,22,36,25,7,6,10.0,6.0,11.0
1246,19,Martin Hinteregger,Austria,77,81,CB,26,FC Augsburg,185,86,Left,High/Medium,3,2,10000000,22500,62,55,78,77,78,82,68,61,76,65,53,63,81,63,74,82,62,71,62,84,77,83,48,71,58,63,64,49,13,14,14.0,9.0,10.0
1247,19,Arjen Robben,Netherlands,87,87,RM/RW,34,FC Bayern Munich,180,80,Left,High/Low,2,4,30500000,170000,88,91,29,26,26,47,87,85,39,83,80,84,71,87,68,67,91,80,89,61,51,87,85,88,87,81,78,86,5,10,8.0,11.0,15.0
1248,19,Naldo,Brazil,84,84,CB,36,FC Schalke 04,198,91,Right,Medium/Medium,4,2,9500000,60000,68,60,81,82,89,73,84,53,83,59,45,75,70,67,62,82,36,70,50,46,93,92,57,81,52,76,60,60,8,14,10.0,14.0,14.0
1249,19,Abdul Rahman Baba,Ghana,76,82,LB,24,FC Schalke 04,179,70,Left,High/Medium,3,3,9000000,80000,76,76,72,76,76,73,74,63,71,55,77,72,67,80,74,67,74,81,77,75,67,59,48,47,67,23,42,41,11,12,11.0,6.0,10.0
1250,19,Marco Fabián,Mexico,79,79,CAM/RM/LM,29,Eintracht Frankfurt,170,65,Right,High/Medium,4,4,13000000,38000,81,81,20,39,44,64,75,75,34,77,74,80,75,76,75,66,86,69,88,71,61,81,77,80,78,78,75,77,15,14,11.0,8.0,13.0
1251,19,Arjen Robben,Netherlands,87,87,RM/RW,34,FC Bayern Munich,180,80,Left,High/Low,2,4,30500000,170000,88,91,29,26,26,47,87,85,39,83,80,84,71,87,68,67,91,80,89,61,51,87,85,88,87,81,78,86,5,10,8.0,11.0,15.0
